timestamp,load,ram_usage
93048919,0.613778,0.52085495
93546283,0.61350524,0.52085495
94046281,0.61232877,0.52085495
94546333,0.620188,0.52085495
95046285,0.6180552,0.52085495
95546338,0.61369276,0.52085495
96047348,0.61705875,0.52085495
96551161,0.61425596,0.52085495
97046696,0.6096642,0.52085495
97546811,0.6081516,0.52085495
98046311,0.57516634,0.52085495
98546288,0.49905902,0.52085495
99046331,0.4888959,0.52085495
99546313,0.50720656,0.52085495
100046545,0.49716234,0.52085495
100546336,0.50588715,0.52085495
101046544,0.5073252,0.52085495
101546308,0.5014738,0.52085495
102046328,0.49091303,0.52085495
102547357,0.4980392,0.52085495
103046333,0.507339,0.52085495
103546359,0.5016202,0.52085495
104046284,0.501993,0.52085495
104546309,0.49572223,0.52085495
105046341,0.49788594,0.52085495
105546282,0.50990224,0.52085495
106046569,0.51802665,0.52085495
106546550,0.49372274,0.52085495
107046281,0.50700974,0.52085495
107546313,0.48778105,0.52085495
108046351,0.49620014,0.52085495
108546280,0.500136,0.52085495
109047918,0.50780445,0.52085495
109547230,0.49862403,0.52085495
110046297,0.49815065,0.52085495
110546448,0.4969669,0.52085495
111046330,0.500525,0.52085495
111546350,0.49616152,0.52085495
112046279,0.4973936,0.52085495
112546855,0.48509318,0.52085495
113046377,0.5234939,0.52085495
113546283,0.5383173,0.52085495
