timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
30376318,0.009905669,-0.0306048,1.248471,0.23352996,0.8112609,0.012961738,-0.009521417,0.584463,0.0,0.0,-0.09257009,0,0,0,0,0
30426216,0.010731141,-0.030604709,1.2601116,0.23352996,0.80784,0.013350334,-0.009202605,0.5891787,0.0,0.0,-0.09257009,0,0,0,0,0
30476102,0.014033517,-0.03225858,1.2716993,0.23352996,0.80437577,0.015222586,-0.008809815,0.59386057,0.0,0.0,-0.09257009,0,0,0,0,0
30531015,0.016510023,-0.03225818,1.284409,0.22738443,0.8005661,0.016269458,-0.007971068,0.59897053,0.0,0.0,-0.09257009,0,0,0,0,0
30575957,0.016509175,-0.02977678,1.2946612,0.22738443,0.79750675,0.015561793,-0.0068981755,0.60306984,0.0,0.0,-0.09257009,0,0,0,0,0
30625910,0.015683463,-0.028949771,1.3057928,0.22123891,0.794151,0.0150209535,-0.006733823,0.60749745,0.0,0.0,-0.08894859,0,0,0,0,0
30675756,0.011556054,-0.02812316,1.3160824,0.20280235,0.79105055,0.013170238,-0.007591564,0.61156183,0.0,0.0,-0.0875,0,0,0,0,0
30725637,0.0074290074,-0.028950691,1.3262595,0.20280235,0.7879483,0.011837426,-0.009120747,0.61555994,0.0,0.0,-0.0875,0,0,0,0,0
30775555,0.0,-0.028950956,1.3364905,0.20280235,0.7848279,0.008968833,-0.011361552,0.61954474,0.0,0.0,-0.0875,0,0,0,0,0
30825544,0.0,-0.032259643,1.3466287,0.20280235,0.7816575,0.010057805,-0.012609091,0.6234993,0.0,0.0,-0.0875,0,0,0,0,0
30875436,0.0,-0.032259643,1.3565934,0.19665682,0.7785414,0.010120503,-0.012558823,0.62738603,0.0,0.0,-0.0875,0,0,0,0,0
30930333,0.0,-0.032259643,1.3673887,0.19665682,0.77514356,0.010188144,-0.012504012,0.6315792,0.0,0.0,-0.0875,0,0,0,0,0
30975282,0.0,-0.034741152,1.3762221,0.19665682,0.77233046,0.011031137,-0.013417174,0.6349834,0.0,0.0,-0.0875,0,0,0,0,0
31025246,0.0,-0.038877003,1.3860499,0.19665682,0.76917166,0.012417841,-0.014953429,0.63874656,0.0,0.0,-0.0875,0,0,0,0,0
31080052,0.0,-0.043840017,1.3971696,0.20280235,0.7655692,0.014096389,-0.016783971,0.64298016,0.0,0.0,-0.0875,0,0,0,0,0
31129971,0.0,-0.043840017,1.407293,0.20280235,0.76230484,0.014181163,-0.016712407,0.646847,0.0,0.0,-0.0875,0,0,0,0,0
