timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
60219000,60218947,4259850,1.3918294,0.165998,-7.533755,30.0,0,0,0,0,3
61219955,61219900,4259850,-0.94491166,2.1324358,-18.349161,30.0,0,0,0,0,3
63217982,63217927,4259850,-1.0981406,-0.8682972,-10.585565,30.5,0,0,0,0,3
64219112,64219059,4259850,0.29368874,1.7238252,-9.180965,30.5,0,0,0,0,3
65217705,65217653,4259850,1.0215261,1.8132088,-10.6877165,30.5,0,0,0,0,3
66223323,66223272,4259850,-1.3790601,-0.62568474,-15.75704,30.5,0,0,0,0,3
67219107,67219055,4259850,1.3662912,-1.6344417,-21.068975,30.5,0,0,0,0,3
68222984,68222930,4259850,-1.327984,-0.8682972,-20.021912,30.5,0,0,0,0,3
70218106,70218054,4259850,-1.3535222,0.7406064,-15.105817,30.5,0,0,0,0,3
71219056,71218999,4259850,-2.5155082,-0.051076304,-12.347696,30.5,0,0,0,0,3
72220377,72220326,4259850,-2.017514,-4.4436383,-8.810662,30.5,0,0,0,0,3
73217677,73217627,4259850,-1.174755,1.0598333,-17.685171,30.5,0,0,0,0,3
75219843,75219789,4259850,1.4045984,0.9704498,-1.2896767,30.5,0,0,0,0,3
76218017,76217964,4259850,-4.7245584,-0.4213795,-16.242264,31.0,0,0,0,0,3
77217553,77217501,4259850,-3.4093432,1.0470642,-9.002198,31.0,0,0,0,0,3
78219937,78219872,4259850,-2.668737,0.7789136,-14.671668,31.0,0,0,0,0,3
82219970,82219918,4259850,1.3662912,-0.81722087,-1.5961345,31.0,0,0,0,0,3
83220794,83220741,4259850,2.9496565,-1.6216727,-1.7493634,31.0,0,0,0,0,3
85218551,85218495,4259850,2.183512,-1.8132088,-8.542512,31.0,0,0,0,0,3
86217951,86217900,4259850,0.91937345,-0.06384538,-17.085024,31.0,0,0,0,0,3
88219840,88219787,4259850,-0.30645782,-0.8682972,-14.135366,31.0,0,0,0,0,3
89219816,89219762,4259850,-2.1068976,-0.9832189,-11.402785,31.0,0,0,0,0,3
90220489,90220437,4259850,1.3152149,-1.6344417,-7.572062,31.5,0,0,0,0,3
92219283,92219233,4259850,-1.685518,2.1962812,-16.919025,31.5,0,0,0,0,3
93218609,93218556,4259850,2.6048915,-2.975195,-0.6767611,31.5,0,0,0,0,3
94222110,94222057,4259850,1.8898233,-0.7789136,-8.938354,31.5,0,0,0,0,3
96219079,96219029,4259850,-0.2170743,0.30645782,0.025538152,31.5,0,0,0,0,3
97222472,97222420,4259850,-1.1875241,-0.9066044,-9.078813,31.5,0,0,0,0,3
98218325,98218268,4259850,-0.7916827,-1.327984,-11.19848,31.5,0,0,0,0,3
99218936,99218883,4259850,-2.873042,3.4987268,-20.226215,31.5,0,0,0,0,3
101218520,101218469,4259850,1.6472107,0.62568474,-14.097059,31.5,0,0,0,0,3
102218823,102218770,4259850,-0.4341486,-1.3152149,-7.840213,31.5,0,0,0,0,3
104221196,104221145,4259850,0.30645782,-2.0685902,-2.9879637,31.5,0,0,0,0,3
105218535,105218484,4259850,2.4133554,-1.4556746,-3.7796466,32.0,0,0,0,0,3
107219923,107219864,4259850,1.7110562,-2.1324358,-5.93762,32.0,0,0,0,0,3
108217526,108217468,4259850,-1.1492168,1.6216727,-14.78659,32.0,0,0,0,0,3
