timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
400925484,1,1,1,0,0,0,0,0
401434898,1,1,1,0,0,0,0,0
401942547,1,1,1,0,0,0,0,0
402450590,1,1,1,0,0,0,0,0
402959642,1,1,1,0,0,0,0,0
403468529,1,1,1,0,0,0,0,0
403974661,1,1,1,0,0,0,0,0
404483622,1,1,1,0,0,0,0,0
404984954,1,1,1,0,0,0,0,0
405491495,1,1,1,0,0,0,0,0
405997497,1,1,1,0,0,0,0,0
406505521,1,1,1,0,0,0,0,0
407013514,1,1,1,0,0,0,0,0
407519577,1,1,1,0,0,0,0,0
408023670,1,1,1,0,0,0,0,0
408530759,1,1,1,0,0,0,0,0
409036531,1,1,1,0,0,0,0,0
409537570,1,1,1,0,0,0,0,0
410041574,1,1,1,0,0,0,0,0
411059550,1,1,1,0,0,0,0,0
411563843,1,1,1,0,0,0,0,0
412073485,1,1,1,0,0,0,0,0
412578874,1,1,1,0,0,0,0,0
413079554,1,1,1,0,0,0,0,0
413579697,1,1,1,0,0,0,0,0
414085483,1,1,1,0,0,0,0,0
414594586,1,1,1,0,0,0,0,0
415103513,1,1,1,0,0,0,0,0
416119490,1,1,1,0,0,0,0,0
416628484,1,1,1,0,0,0,0,0
417135733,1,1,1,0,0,0,0,0
417643488,1,1,1,0,0,0,0,0
418149703,1,1,1,0,0,0,0,0
418658793,1,1,1,0,0,0,0,0
419167734,1,1,1,0,0,0,0,0
419676489,1,1,1,0,0,0,0,0
420184489,1,1,1,0,0,0,0,0
420694539,1,1,1,0,0,0,0,0
421202020,1,1,1,0,0,0,0,0
421708569,1,1,1,0,0,0,0,0
422216672,1,1,1,0,0,0,0,0
422723484,1,1,1,0,0,0,0,0
423229486,1,1,1,0,0,0,0,0
423739642,1,1,1,0,0,0,0,0
424248002,1,1,1,0,0,0,0,0
424754574,1,1,1,0,0,0,0,0
425262397,1,1,1,0,0,0,0,0
425769483,1,1,1,0,0,0,0,0
426278573,1,1,1,0,0,0,0,0
426785621,1,1,1,0,0,0,0,0
427293877,1,1,1,0,0,0,0,0
427801483,1,1,1,0,0,0,0,0
428309490,1,1,1,0,0,0,0,0
428817490,1,1,1,0,0,0,0,0
429326508,1,1,1,0,0,0,0,0
429835193,1,1,1,0,0,0,0,0
430341534,1,1,1,0,0,0,0,0
430848543,1,1,1,0,0,0,0,0
431354521,1,1,1,0,0,0,0,0
431862306,1,1,1,0,0,0,0,0
432369609,1,1,1,0,0,0,0,0
432878492,1,1,1,0,0,0,0,0
433386515,1,1,1,0,0,0,0,0
433892723,1,1,1,0,0,0,0,0
434399516,1,1,1,0,0,0,0,0
434905489,1,1,1,0,0,0,0,0
435413599,1,1,1,0,0,0,0,0
435924486,1,1,1,0,0,0,0,0
436433482,1,1,1,0,0,0,0,0
436939815,1,1,1,0,0,0,0,0
437449078,1,1,1,0,0,0,0,0
437954994,1,1,1,0,0,0,0,0
438461489,1,1,1,0,0,0,0,0
438969149,1,1,1,0,0,0,0,0
439474489,1,1,1,0,0,0,0,0
439983333,1,1,1,0,0,0,0,0
440488515,1,1,1,0,0,0,0,0
440995506,1,1,1,0,0,0,0,0
441503820,1,1,1,0,0,0,0,0
442013232,1,1,1,0,0,0,0,0
442519489,1,1,1,0,0,0,0,0
443030652,1,1,1,0,0,0,0,0
444047486,1,1,1,0,0,0,0,0
444554786,1,1,1,0,0,0,0,0
445063892,1,1,1,0,0,0,0,0
445570589,1,1,1,0,0,0,0,0
446076487,1,1,1,0,0,0,0,0
446583714,1,1,1,0,0,0,0,0
447092551,1,1,1,0,0,0,0,0
447600893,1,1,1,0,0,0,0,0
448108513,1,1,1,0,0,0,0,0
448616488,1,1,1,0,0,0,0,0
449124090,1,1,1,0,0,0,0,0
449630757,1,1,1,0,0,0,0,0
450140663,1,1,1,0,0,0,0,0
450640856,1,1,1,0,0,0,0,0
451150799,1,1,1,0,0,0,0,0
451657619,1,1,1,0,0,0,0,0
452164627,1,1,1,0,0,0,0,0
452673068,1,1,1,0,0,0,0,0
453178581,1,1,1,0,0,0,0,0
453687543,1,1,1,0,0,0,0,0
454197509,1,1,1,0,0,0,0,0
454705892,1,1,1,0,0,0,0,0
455212570,1,1,1,0,0,0,0,0
455719581,1,1,1,0,0,0,0,0
456228710,1,1,1,0,0,0,0,0
457242490,1,1,1,0,0,0,0,0
457750876,1,1,1,0,0,0,0,0
458256484,1,1,1,0,0,0,0,0
458762608,1,1,1,0,0,0,0,0
459271484,1,1,1,0,0,0,0,0
459780585,1,1,1,0,0,0,0,0
460285943,1,1,1,0,0,0,0,0
460794492,1,1,1,0,0,0,0,0
461299522,1,1,1,0,0,0,0,0
461802492,1,1,1,0,0,0,0,0
462302575,1,1,1,0,0,0,0,0
462802633,1,1,1,0,0,0,0,0
463309520,1,1,1,0,0,0,0,0
463820041,1,1,1,0,0,0,0,0
464331543,1,1,1,0,0,0,0,0
464839483,1,1,1,0,0,0,0,0
465347490,1,1,1,0,0,0,0,0
465855589,1,1,1,0,0,0,0,0
466363814,1,1,1,0,0,0,0,0
466873131,1,1,1,0,0,0,0,0
467378958,1,1,1,0,0,0,0,0
467886949,1,1,1,0,0,0,0,0
468393488,1,1,1,0,0,0,0,0
468902491,1,1,1,0,0,0,0,0
469412620,1,1,1,0,0,0,0,0
469919552,1,1,1,0,0,0,0,0
470425489,1,1,1,0,0,0,0,0
470934702,1,1,1,0,0,0,0,0
471443491,1,1,1,0,0,0,0,0
471953985,1,1,1,0,0,0,0,0
473476519,1,1,1,0,0,0,0,0
473984569,1,1,1,0,0,0,0,0
474492906,1,1,1,0,0,0,0,0
475001880,1,1,1,0,0,0,0,0
475509709,1,1,1,0,0,0,0,0
476018491,1,1,1,0,0,0,0,0
476526497,1,1,1,0,0,0,0,0
477034792,1,1,1,0,0,0,0,0
478048486,1,1,1,0,0,0,0,0
479064527,1,1,1,0,0,0,0,0
479571485,1,1,1,0,0,0,0,0
480080594,1,1,1,0,0,0,0,0
480588485,1,1,1,0,0,0,0,0
481095499,1,1,1,0,0,0,0,0
481602539,1,1,1,0,0,0,0,0
482108968,1,1,1,0,0,0,0,0
482617776,1,1,1,0,0,0,0,0
483123490,1,1,1,0,0,0,0,0
483631490,1,1,1,0,0,0,0,0
484140592,1,1,1,0,0,0,0,0
484646686,1,1,1,0,0,0,0,0
485155940,1,1,1,0,0,0,0,0
485662487,1,1,1,0,0,0,0,0
486169657,1,1,1,0,0,0,0,0
486678489,1,1,1,0,0,0,0,0
487185301,1,1,1,0,0,0,0,0
487691488,1,1,1,0,0,0,0,0
488198768,1,1,1,0,0,0,0,0
488707497,1,1,1,0,0,0,0,0
489217549,1,1,1,0,0,0,0,0
489725869,1,1,1,0,0,0,0,0
490233535,1,1,1,0,0,0,0,0
490741492,1,1,1,0,0,0,0,0
491250789,1,1,1,0,0,0,0,0
491756491,1,1,1,0,0,0,0,0
492263558,1,1,1,0,0,0,0,0
492771395,1,1,1,0,0,0,0,0
493280820,1,1,1,0,0,0,0,0
493789738,1,1,1,0,0,0,0,0
494296489,1,1,1,0,0,0,0,0
494806226,1,1,1,0,0,0,0,0
495315484,1,1,1,0,0,0,0,0
495823490,1,1,1,0,0,0,0,0
496331484,1,1,1,0,0,0,0,0
496840771,1,1,1,0,0,0,0,0
497349622,1,1,1,0,0,0,0,0
497856485,1,1,1,0,0,0,0,0
498363489,1,1,1,0,0,0,0,0
498871491,1,1,1,0,0,0,0,0
499379486,1,1,1,0,0,0,0,0
499889490,1,1,1,0,0,0,0,0
500396721,1,1,1,0,0,0,0,0
500905062,1,1,1,0,0,0,0,0
501412517,1,1,1,0,0,0,0,0
501920584,1,1,1,0,0,0,0,0
502428484,1,1,1,0,0,0,0,0
502936887,1,1,1,0,0,0,0,0
503450337,1,1,1,0,0,0,0,0
503953348,1,1,1,0,0,0,0,0
504462541,1,1,1,0,0,0,0,0
504962943,1,1,1,0,0,0,0,0
505470620,1,1,1,0,0,0,0,0
505971747,1,1,1,0,0,0,0,0
506480583,1,1,1,0,0,0,0,0
506991922,1,1,1,0,0,0,0,0
507499486,1,1,1,0,0,0,0,0
508001747,1,1,1,0,0,0,0,0
508510619,1,1,1,0,0,0,0,0
509017490,1,1,1,0,0,0,0,0
509525499,1,1,1,0,0,0,0,0
510032244,1,1,1,0,0,0,0,0
510541575,1,1,1,0,0,0,0,0
511049520,1,1,1,0,0,0,0,0
511558492,1,1,1,0,0,0,0,0
512064711,1,1,1,0,0,0,0,0
512571491,1,1,1,0,0,0,0,0
513081485,1,1,1,0,0,0,0,0
513590717,1,1,1,0,0,0,0,0
514099608,1,1,1,0,0,0,0,0
514610111,1,1,1,0,0,0,0,0
515119522,1,1,1,0,0,0,0,0
515627484,1,1,1,0,0,0,0,0
516138352,1,1,1,0,0,0,0,0
516645623,1,1,1,0,0,0,0,0
517154484,1,1,1,0,0,0,0,0
517663518,1,1,1,0,0,0,0,0
518171654,1,1,1,0,0,0,0,0
518677521,1,1,1,0,0,0,0,0
519186484,1,1,1,0,0,0,0,0
519695875,1,1,1,0,0,0,0,0
520203520,1,1,1,0,0,0,0,0
520713993,1,1,1,0,0,0,0,0
521220923,1,1,1,0,0,0,0,0
521728635,1,1,1,0,0,0,0,0
522235518,1,1,1,0,0,0,0,0
523250632,1,1,1,0,0,0,0,0
523757546,1,1,1,0,0,0,0,0
524266552,1,1,1,0,0,0,0,0
524776666,1,1,1,0,0,0,0,0
525283520,1,1,1,0,0,0,0,0
525792635,1,1,1,0,0,0,0,0
526301491,1,1,1,0,0,0,0,0
526810832,1,1,1,0,0,0,0,0
527318482,1,1,1,0,0,0,0,0
527828522,1,1,1,0,0,0,0,0
528335829,1,1,1,0,0,0,0,0
528845514,1,1,1,0,0,0,0,0
529354813,1,1,1,0,0,0,0,0
529861520,1,1,1,0,0,0,0,0
530371490,1,1,1,0,0,0,0,0
530877489,1,1,1,0,0,0,0,0
531385544,1,1,1,0,0,0,0,0
531895564,1,1,1,0,0,0,0,0
532405405,1,1,1,0,0,0,0,0
532913565,1,1,1,0,0,0,0,0
533422484,1,1,1,0,0,0,0,0
533930712,1,1,1,0,0,0,0,0
534437452,1,1,1,0,0,0,0,0
534945485,1,1,1,0,0,0,0,0
535453491,1,1,1,0,0,0,0,0
535961541,1,1,1,0,0,0,0,0
536468512,1,1,1,0,0,0,0,0
536975593,1,1,1,0,0,0,0,0
537481879,1,1,1,0,0,0,0,0
537989483,1,1,1,0,0,0,0,0
538498669,1,1,1,0,0,0,0,0
539009561,1,1,1,0,0,0,0,0
539516485,1,1,1,0,0,0,0,0
540023529,1,1,1,0,0,0,0,0
540531545,1,1,1,0,0,0,0,0
541039519,1,1,1,0,0,0,0,0
542054687,1,1,1,0,0,0,0,0
542564538,1,1,1,0,0,0,0,0
543074945,1,1,1,0,0,0,0,0
543580618,1,1,1,0,0,0,0,0
544090658,1,1,1,0,0,0,0,0
544599509,1,1,1,0,0,0,0,0
545108116,1,1,1,0,0,0,0,0
545615514,1,1,1,0,0,0,0,0
546124557,1,1,1,0,0,0,0,0
547139489,1,1,1,0,0,0,0,0
547648524,1,1,1,0,0,0,0,0
548155516,1,1,1,0,0,0,0,0
548662219,1,1,1,0,0,0,0,0
549171289,1,1,1,0,0,0,0,0
549678523,1,1,1,0,0,0,0,0
550185673,1,1,1,0,0,0,0,0
550695071,1,1,1,0,0,0,0,0
551202527,1,1,1,0,0,0,0,0
551710774,1,1,1,0,0,0,0,0
552219565,1,1,1,0,0,0,0,0
552726483,1,1,1,0,0,0,0,0
553235689,1,1,1,0,0,0,0,0
553745261,1,1,1,0,0,0,0,0
554252486,1,1,1,0,0,0,0,0
554758722,1,1,1,0,0,0,0,0
555266490,1,1,1,0,0,0,0,0
555773484,1,1,1,0,0,0,0,0
556282488,1,1,1,0,0,0,0,0
556791697,1,1,1,0,0,0,0,0
557298488,1,1,1,0,0,0,0,0
557805516,1,1,1,0,0,0,0,0
558312538,1,1,1,0,0,0,0,0
558820608,1,1,1,0,0,0,0,0
559329513,1,1,1,0,0,0,0,0
559838114,1,1,1,0,0,0,0,0
560345701,1,1,1,0,0,0,0,0
560852517,1,1,1,0,0,0,0,0
561360607,1,1,1,0,0,0,0,0
561866719,1,1,1,0,0,0,0,0
562372869,1,1,1,0,0,0,0,0
562879484,1,1,1,0,0,0,0,0
563387076,1,1,1,0,0,0,0,0
563894489,1,1,1,0,0,0,0,0
564402484,1,1,1,0,0,0,0,0
564501753,0,1,1,0,0,0,0,0
565004920,0,1,1,0,0,0,0,0
