timestamp,main_state
398384685,8
398894133,8
399401533,8
399910636,8
400418725,8
400925486,8
401434900,8
401942548,8
402450592,8
402959644,8
403468531,8
403974662,8
404483624,8
404984956,8
405491497,8
405997499,8
406505523,8
407013516,8
407519579,8
408023672,8
408530761,8
409036532,8
409537572,8
410041576,8
411059551,8
411563845,8
412073487,8
412578875,8
413079556,8
413579751,8
414085486,8
414594588,8
415103515,8
416119492,8
416628486,8
417135735,8
417643490,8
418149705,8
418658795,8
419167736,8
419676491,8
420184491,8
420694541,8
421202022,8
421708571,8
422216674,8
422723486,8
423229488,8
423739643,8
424248004,8
424754576,8
425262400,8
425769485,8
426278575,8
426785623,8
427293878,8
427801485,8
428309494,8
428817491,8
429326510,8
429835195,8
430341536,8
430848545,8
431354523,8
431862308,8
432369611,8
432878494,8
433386539,8
433892725,8
434399518,8
434905491,8
435413601,8
435924488,8
436433484,8
436939817,8
437449080,8
437954997,8
438461491,8
438969150,8
439474491,8
439983335,8
440488517,8
440995507,8
441503821,8
442013337,8
442519491,8
443030655,8
444047488,8
444554788,8
445063894,8
445570591,8
446076492,8
446583716,8
447092553,8
447600895,8
448108515,8
448616490,8
449124092,8
449630759,8
450140665,8
450640887,8
451150800,8
451657621,8
452164629,8
452673070,8
453178583,8
453687545,8
454197511,8
454705894,8
455212572,8
455719583,8
456228712,8
457242491,8
457750878,8
458256486,8
458762610,8
459271486,8
459780587,8
460285945,8
460794494,8
461299524,8
461802494,8
462302577,8
462802635,8
463309522,8
463820043,8
464331545,8
464839485,8
465347522,8
465855591,8
466363815,8
466873132,8
467378960,8
467886951,8
468393489,8
468902493,8
469412622,8
469919554,8
470425491,8
470934704,8
471443492,8
471953990,8
473476521,8
473984571,8
474492907,8
475001882,8
475509711,8
476018493,8
476526499,8
477034794,8
477541497,8
478048488,8
478555486,8
479064529,8
479571487,8
480080595,8
480588487,8
481095501,8
481602541,8
482108970,8
482617778,8
483123492,8
483631492,8
484140594,8
484646688,8
485155942,8
485662489,8
486169659,8
486678491,8
487185303,8
487691490,8
488198770,8
488707499,8
489217551,8
489725871,8
490233537,8
490741494,8
491250791,8
491756493,8
492263560,8
492771397,8
493280822,8
493789740,8
494296491,8
494806228,8
495315486,8
495823492,8
496331486,8
496840773,8
497349624,8
497856487,8
498363491,8
498871493,8
499379488,8
499889492,8
500396722,8
500905064,8
501412519,8
501920585,8
502428486,8
502936889,8
503450339,8
503953350,8
504462543,8
504962945,8
505470622,8
505971750,8
506480585,8
506991924,8
507499488,8
508001749,8
508510621,8
509017492,8
509525501,8
510032246,8
510541578,8
511049522,8
511558494,8
512064713,8
512571493,8
513081487,8
513590719,8
514099610,8
514610113,8
515119524,8
515627486,8
516138354,8
516645625,8
517154485,8
517663520,8
518171656,8
518677523,8
519186486,8
519695877,8
520203522,8
520713995,8
521220925,8
521728637,8
522235520,8
523250634,8
523757548,8
524266555,8
524776668,8
525283522,8
525792637,8
526301493,8
526810834,8
527318485,8
527828524,8
528335831,8
528845516,8
529354815,8
529861522,8
530371492,8
530877491,8
531385546,8
531895566,8
532405406,8
532913567,8
533422487,8
533930714,8
534437454,8
534945487,8
535453493,8
535961543,8
536468514,8
536975595,8
537481881,8
537989485,8
538498671,8
539009565,8
539516487,8
540023531,8
540531547,8
541039521,8
541547152,8
542054688,8
542564540,8
543074947,8
543580619,8
544090660,8
544599510,8
545108118,8
545615515,8
546124559,8
547139491,8
547648526,8
548155518,8
548662221,8
549171292,8
549678525,8
550185675,8
550695073,8
551202529,8
551710779,8
552219567,8
552726485,8
553235691,8
553745262,8
554252488,8
554758724,8
555266492,8
555773486,8
556282490,8
556791699,8
557298490,8
557805518,8
558312540,8
558820610,8
559329518,8
559838116,8
560345703,8
560852519,8
561360609,8
561866721,8
562372871,8
562879485,8
563387077,8
563894491,8
564402486,8
564501755,8
565004922,8
